season,team,first_name,last_name,position_code,position_type,sweater_number,height,weight,birth_date,birth_city,birth_country,birth_state_province,games_played,goals,assists,points,plusminus,penalty_minutes,age,birth_month
2008,NYR,Michal,Rozsival,D,defensemen,32,73,210,1978-09-03,Vlasim,CZE,NA,80,13,25,38,0,80,30,9
2008,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,80,2,8,10,2,42,21,1
2009,NYR,Artem,Anisimov,C,forwards,42,76,199,1988-05-24,Yaroslavl,RUS,NA,1,0,0,0,0,0,21,5
2009,NYR,Sean,Avery,L,forwards,16,70,195,1980-04-10,North York,CAN,Ontario,41,8,14,22,6,111,29,4
2009,NYR,Sean,Avery,L,forwards,16,70,195,1980-04-10,North York,CAN,Ontario,84,18,30,48,1,174,29,4
2009,NYR,Brian,Boyle,C,forwards,22,78,245,1984-12-18,Hingham,USA,Massachusetts,28,4,1,5,-9,42,25,12
2009,NYR,Donald,Brashear,L,forwards,87,75,237,1972-01-07,Bedford,USA,Indiana,63,1,3,4,-6,121,37,1
2009,NYR,Donald,Brashear,L,forwards,87,75,237,1972-01-07,Bedford,USA,Indiana,77,4,9,13,1,156,37,1
2009,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,81,22,18,40,7,45,24,3
2009,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,14,4,2,6,5,9,24,3
2009,NYR,Erik,Christensen,C,forwards,40,73,200,1983-12-17,Edmonton,CAN,Alberta,64,7,21,28,-9,20,26,12
2009,NYR,Erik,Christensen,C,forwards,40,73,200,1983-12-17,Edmonton,CAN,Alberta,61,18,15,33,-3,26,26,12
2009,NYR,Chris,Drury,C,forwards,23,70,191,1976-08-20,Trumbull,USA,Connecticut,81,22,34,56,-8,32,33,8
2009,NYR,Chris,Drury,C,forwards,23,70,191,1976-08-20,Trumbull,USA,Connecticut,77,37,32,69,1,30,33,8
2009,NYR,Brandon,Dubinsky,C,forwards,17,74,208,1986-04-29,Anchorage,USA,Alaska,82,13,28,41,-6,112,23,4
2009,NYR,Brandon,Dubinsky,C,forwards,17,74,208,1986-04-29,Anchorage,USA,Alaska,6,0,0,0,0,2,23,4
2009,NYR,Marian,Gaborik,R,forwards,10,73,200,1982-02-14,Trencin,SVK,NA,17,13,10,23,3,2,27,2
2009,NYR,Marian,Gaborik,R,forwards,10,73,200,1982-02-14,Trencin,SVK,NA,48,30,27,57,12,40,27,2
2009,NYR,Chris,Higgins,L,forwards,20,72,205,1983-06-02,Smithtown,USA,New York,57,12,11,23,-1,22,26,6
2009,NYR,Chris,Higgins,L,forwards,20,72,205,1983-06-02,Smithtown,USA,New York,61,22,16,38,-11,26,26,6
2009,NYR,Olli,Jokinen,C,forwards,12,74,210,1978-12-05,Kuopio,FIN,NA,76,29,28,57,-12,67,31,12
2009,NYR,Olli,Jokinen,C,forwards,12,74,210,1978-12-05,Kuopio,FIN,NA,82,39,52,91,18,78,31,12
2009,NYR,Ales,Kotalik,R,forwards,12,73,225,1978-12-23,Jindrichuv Hradec,CZE,NA,75,20,23,43,-5,34,31,12
2009,NYR,Ales,Kotalik,R,forwards,12,73,225,1978-12-23,Jindrichuv Hradec,CZE,NA,66,16,22,38,-5,46,31,12
2009,NYR,Enver,Lisin,R,forwards,81,74,200,1986-04-22,Moscow,RUS,NA,48,13,8,21,-13,24,23,4
2009,NYR,Enver,Lisin,R,forwards,81,74,200,1986-04-22,Moscow,RUS,NA,17,1,1,2,-18,16,23,4
2009,NYR,Vinny,Prospal,C,forwards,20,74,191,1975-02-17,České Budějovice,CZE,NA,82,19,26,45,-20,52,34,2
2009,NYR,Vinny,Prospal,C,forwards,20,74,191,1975-02-17,České Budějovice,CZE,NA,82,14,41,55,-24,36,34,2
2009,NYR,Brandon,Prust,L,forwards,8,72,195,1984-03-16,London,CAN,Ontario,36,1,2,3,-8,108,25,3
2009,NYR,Brandon,Prust,L,forwards,8,72,195,1984-03-16,London,CAN,Ontario,10,0,0,0,1,25,25,3
2009,NYR,Jody,Shelley,L,forwards,45,75,230,1976-02-07,Thompson,CAN,Manitoba,70,2,2,4,-6,116,33,2
2009,NYR,Jody,Shelley,L,forwards,45,75,230,1976-02-07,Thompson,CAN,Manitoba,72,1,1,2,-6,125,33,2
2009,NYR,Aaron,Voros,L,forwards,34,74,210,1981-07-02,Vancouver,CAN,British Columbia,54,8,8,16,-9,122,28,7
2009,NYR,Anders,Eriksson,D,defensemen,25,75,224,1975-01-09,Bollnas,SWE,NA,79,0,23,23,12,46,34,1
2009,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,82,4,18,22,-14,53,25,4
2009,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,34,0,6,6,7,8,25,4
2009,NYR,Corey,Potter,D,defensemen,21,75,204,1984-01-05,Lansing,USA,Michigan,5,1,1,2,-1,0,25,1
2009,NYR,Wade,Redden,D,defensemen,6,74,205,1977-06-12,Lloydminster,CAN,Saskatchewan,81,3,23,26,-5,51,32,6
2009,NYR,Wade,Redden,D,defensemen,6,74,205,1977-06-12,Lloydminster,CAN,Saskatchewan,64,7,29,36,1,50,32,6
2009,NYR,Michal,Rozsival,D,defensemen,32,73,210,1978-09-03,Vlasim,CZE,NA,76,8,22,30,-7,52,31,9
2009,NYR,Michal,Rozsival,D,defensemen,32,73,210,1978-09-03,Vlasim,CZE,NA,80,10,30,40,10,52,31,9
2009,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,82,3,12,15,-7,64,22,1
2010,NYR,Artem,Anisimov,C,forwards,42,76,199,1988-05-24,Yaroslavl,RUS,NA,82,12,16,28,-2,32,22,5
2010,NYR,Sean,Avery,L,forwards,16,70,195,1980-04-10,North York,CAN,Ontario,69,11,20,31,0,160,30,4
2010,NYR,Derek,Boogaard,L,forwards,94,79,265,1982-06-23,Saskatoon,CAN,Saskatchewan,57,0,4,4,-12,105,28,6
2010,NYR,Brian,Boyle,C,forwards,22,78,245,1984-12-18,Hingham,USA,Massachusetts,71,4,2,6,-6,47,26,12
2010,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,77,19,18,37,-12,48,25,3
2010,NYR,Erik,Christensen,C,forwards,40,73,200,1983-12-17,Edmonton,CAN,Alberta,58,8,18,26,11,26,27,12
2010,NYR,Chris,Drury,C,forwards,23,70,191,1976-08-20,Trumbull,USA,Connecticut,77,14,18,32,-10,31,34,8
2010,NYR,Brandon,Dubinsky,C,forwards,17,74,208,1986-04-29,Anchorage,USA,Alaska,69,20,24,44,9,54,24,4
2010,NYR,Ruslan,Fedotenko,L,forwards,26,73,200,1979-01-18,Kiev,UKR,NA,80,11,19,30,-17,50,31,1
2010,NYR,Alex,Frolov,L,forwards,31,74,210,1982-06-19,Moscow,RUS,NA,81,19,32,51,-1,26,28,6
2010,NYR,Marian,Gaborik,R,forwards,10,73,200,1982-02-14,Trencin,SVK,NA,76,42,44,86,15,37,28,2
2010,NYR,Chad,Kolarik,C,forwards,25,71,178,1986-01-26,Abington,USA,Pennsylvania,2,0,0,0,-1,0,24,1
2010,NYR,Kris,Newbury,C,forwards,28,71,205,1982-02-19,Brampton,CAN,Ontario,4,1,0,1,1,4,28,2
2010,NYR,Vinny,Prospal,C,forwards,20,74,191,1975-02-17,České Budějovice,CZE,NA,75,20,38,58,8,32,35,2
2010,NYR,Brandon,Prust,L,forwards,8,72,195,1984-03-16,London,CAN,Ontario,69,5,9,14,9,163,26,3
2010,NYR,Todd,White,C,forwards,12,70,198,1975-05-21,Kanata,CAN,Ontario,65,7,19,26,-11,24,35,5
2010,NYR,Wojtek,Wolski,L,forwards,86,75,215,1986-02-24,Zabrze,POL,NA,80,23,42,65,21,27,24,2
2010,NYR,Steve,Eminger,D,defensemen,44,74,207,1983-10-31,Woodbridge,CAN,Ontario,63,4,12,16,1,30,27,10
2010,NYR,Matt,Gilroy,D,defensemen,97,73,199,1984-07-20,North Bellmore,USA,New York,69,4,11,15,0,23,26,7
2010,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,82,6,18,24,-2,53,26,4
2010,NYR,Bryan,McCabe,D,defensemen,28,74,223,1975-06-08,St. Catharines,CAN,Ontario,82,8,35,43,-4,83,35,6
2010,NYR,Michal,Rozsival,D,defensemen,32,73,210,1978-09-03,Vlasim,CZE,NA,82,3,20,23,3,78,32,9
2010,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,82,8,19,27,11,44,23,1
2011,NYR,Artem,Anisimov,C,forwards,42,76,199,1988-05-24,Yaroslavl,RUS,NA,82,18,26,44,3,20,23,5
2011,NYR,Sean,Avery,L,forwards,16,70,195,1980-04-10,North York,CAN,Ontario,76,3,21,24,-4,174,31,4
2011,NYR,Brian,Boyle,C,forwards,22,78,245,1984-12-18,Hingham,USA,Massachusetts,82,21,14,35,2,74,27,12
2011,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,60,23,25,48,-7,46,26,3
2011,NYR,Erik,Christensen,C,forwards,40,73,200,1983-12-17,Edmonton,CAN,Alberta,63,11,16,27,3,18,28,12
2011,NYR,Brandon,Dubinsky,C,forwards,17,74,208,1986-04-29,Anchorage,USA,Alaska,77,24,30,54,-3,100,25,4
2011,NYR,Ruslan,Fedotenko,L,forwards,26,73,200,1979-01-18,Kiev,UKR,NA,66,10,15,25,9,25,32,1
2011,NYR,Marian,Gaborik,R,forwards,10,73,200,1982-02-14,Trencin,SVK,NA,62,22,26,48,8,18,29,2
2011,NYR,John,Mitchell,C,forwards,34,73,204,1985-01-22,Oakville,CAN,Ontario,23,2,1,3,-7,12,26,1
2011,NYR,Kris,Newbury,C,forwards,28,71,205,1982-02-19,Brampton,CAN,Ontario,11,0,1,1,-1,35,29,2
2011,NYR,Brandon,Prust,L,forwards,8,72,195,1984-03-16,London,CAN,Ontario,82,13,16,29,2,160,27,3
2011,NYR,Brad,Richards,C,forwards,19,72,199,1980-05-02,Murray Harbour,CAN,Prince Edward Island,72,28,49,77,1,24,31,5
2011,NYR,Mike,Rupp,C,forwards,17,77,235,1980-01-13,Cleveland,USA,Ohio,81,9,8,17,-4,124,31,1
2011,NYR,John,Scott,L,forwards,28,80,260,1982-09-26,Edmonton,CAN,Alberta,40,0,1,1,0,72,29,9
2011,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,82,21,24,45,8,20,21,6
2011,NYR,Wojtek,Wolski,L,forwards,86,75,215,1986-02-24,Zabrze,POL,NA,73,12,23,35,6,18,25,2
2011,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,42,6,17,23,3,4,24,9
2011,NYR,Steve,Eminger,D,defensemen,44,74,207,1983-10-31,Woodbridge,CAN,Ontario,65,2,4,6,-5,22,28,10
2011,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,80,4,27,31,7,37,27,4
2011,NYR,Ryan,McDonagh,D,defensemen,27,73,215,1989-06-13,St. Paul,USA,Minnesota,40,1,8,9,16,14,22,6
2011,NYR,Michael,Sauer,D,defensemen,38,75,213,1987-08-07,St. Cloud,USA,Minnesota,76,3,12,15,20,75,24,8
2011,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,77,7,22,29,8,50,24,1
2011,NYR,Anton,Stralman,D,defensemen,6,71,193,1986-08-01,Tibro,SWE,NA,51,1,17,18,-11,22,25,8
2011,NYR,Jeff,Woywitka,D,defensemen,6,75,227,1983-09-01,Vermilion,CAN,Alberta,63,2,9,11,5,24,28,9
2012,NYR,Arron,Asham,R,forwards,45,71,210,1978-04-13,Portage la Prairie,CAN,Manitoba,64,5,11,16,-5,76,34,4
2012,NYR,Brian,Boyle,C,forwards,22,78,245,1984-12-18,Hingham,USA,Massachusetts,82,11,15,26,2,59,28,12
2012,NYR,Derick,Brassard,C,forwards,61,73,200,1987-09-22,Hull,CAN,Quebec,74,14,27,41,-20,42,25,9
2012,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,76,29,25,54,-8,61,27,3
2012,NYR,Ryane,Clowe,L,forwards,29,75,225,1982-09-30,St. John's,CAN,Newfoundland and Labrador,76,17,28,45,-5,97,30,9
2012,NYR,Derek,Dorsett,R,forwards,15,72,192,1986-12-20,Kindersley,CAN,Saskatchewan,77,12,8,20,-11,235,26,12
2012,NYR,Benn,Ferriero,C,forwards,36,71,195,1987-04-29,Boston,USA,Massachusetts,35,7,1,8,0,8,25,4
2012,NYR,Marian,Gaborik,R,forwards,10,73,200,1982-02-14,Trencin,SVK,NA,82,41,35,76,15,34,30,2
2012,NYR,Carl,Hagelin,L,forwards,62,72,183,1988-08-23,Sodertalje,SWE,NA,64,14,24,38,21,24,24,8
2012,NYR,Micheal,Haley,C,forwards,38,71,213,1986-03-30,Guelph,CAN,Ontario,14,0,0,0,-1,57,26,3
2012,NYR,Jeff,Halpern,C,forwards,15,72,190,1976-05-03,Washington,USA,District of Columbia,69,4,12,16,-1,24,36,5
2012,NYR,Rick,Nash,R,forwards,61,76,211,1984-06-16,Brampton,CAN,Ontario,82,30,29,59,-19,40,28,6
2012,NYR,Kris,Newbury,C,forwards,28,71,205,1982-02-19,Brampton,CAN,Ontario,7,0,0,0,-1,24,30,2
2012,NYR,Darroll,Powe,C,forwards,8,71,212,1985-06-22,Saskatoon,CAN,Saskatchewan,82,6,7,13,-20,57,27,6
2012,NYR,Taylor,Pyatt,L,forwards,14,76,230,1981-08-19,Thunder Bay,CAN,Ontario,73,9,10,19,-4,23,31,8
2012,NYR,Brad,Richards,C,forwards,19,72,199,1980-05-02,Murray Harbour,CAN,Prince Edward Island,82,25,41,66,-1,22,32,5
2012,NYR,Mike,Rupp,C,forwards,17,77,235,1980-01-13,Cleveland,USA,Ohio,60,4,1,5,-1,97,32,1
2012,NYR,Brandon,Segal,R,forwards,42,74,215,1983-07-12,Richmond,CAN,British Columbia,10,0,0,0,-2,4,29,7
2012,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,82,17,34,51,14,22,22,6
2012,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,10,2,1,3,0,6,25,9
2012,NYR,Stu,Bickel,D,defensemen,41,76,207,1986-10-02,Chanhassen,USA,Minnesota,51,0,9,9,2,108,26,10
2012,NYR,Steve,Eminger,D,defensemen,44,74,207,1983-10-31,Woodbridge,CAN,Ontario,42,2,3,5,0,28,29,10
2012,NYR,Matt,Gilroy,D,defensemen,97,73,199,1984-07-20,North Bellmore,USA,New York,67,3,17,20,2,18,28,7
2012,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,82,5,24,29,13,20,28,4
2012,NYR,Roman,Hamrlik,D,defensemen,40,74,206,1974-04-12,Zlin,CZE,NA,68,2,11,13,11,34,38,4
2012,NYR,Ryan,McDonagh,D,defensemen,27,73,215,1989-06-13,St. Paul,USA,Minnesota,82,7,25,32,25,44,23,6
2012,NYR,John,Moore,D,defensemen,17,75,207,1990-11-19,Winnetka,USA,Illinois,67,2,5,7,-23,8,22,11
2012,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,46,2,3,5,-7,16,25,1
2012,NYR,Anton,Stralman,D,defensemen,6,71,193,1986-08-01,Tibro,SWE,NA,53,2,16,18,9,20,26,8
2013,NYR,Arron,Asham,R,forwards,45,71,210,1978-04-13,Portage la Prairie,CAN,Manitoba,27,2,0,2,2,50,35,4
2013,NYR,Brian,Boyle,C,forwards,22,78,245,1984-12-18,Hingham,USA,Massachusetts,38,2,3,5,-13,29,29,12
2013,NYR,Derick,Brassard,C,forwards,61,73,200,1987-09-22,Hull,CAN,Quebec,47,12,17,29,1,16,26,9
2013,NYR,Ryan,Callahan,R,forwards,24,70,187,1985-03-21,Rochester,USA,New York,45,16,15,31,9,12,28,3
2013,NYR,Daniel,Carcillo,L,forwards,13,72,200,1985-01-28,King City,CAN,Ontario,23,2,1,3,1,11,28,1
2013,NYR,Derek,Dorsett,R,forwards,15,72,192,1986-12-20,Kindersley,CAN,Saskatchewan,24,3,6,9,-11,53,27,12
2013,NYR,Carl,Hagelin,L,forwards,62,72,183,1988-08-23,Sodertalje,SWE,NA,48,10,14,24,10,18,25,8
2013,NYR,Chris,Kreider,L,forwards,20,75,230,1991-04-30,Boxford,USA,Massachusetts,23,2,1,3,-1,6,22,4
2013,NYR,Brandon,Mashinter,L,forwards,40,76,212,1988-09-20,Bradford,CAN,Ontario,4,0,0,0,-2,0,25,9
2013,NYR,Rick,Nash,R,forwards,61,76,211,1984-06-16,Brampton,CAN,Ontario,44,21,21,42,16,26,29,6
2013,NYR,Benoit,Pouliot,L,forwards,67,75,200,1986-09-29,Alfred,CAN,Ontario,34,8,12,20,8,15,27,9
2013,NYR,Darroll,Powe,C,forwards,8,71,212,1985-06-22,Saskatoon,CAN,Saskatchewan,42,0,0,0,-1,27,28,6
2013,NYR,Taylor,Pyatt,L,forwards,14,76,230,1981-08-19,Thunder Bay,CAN,Ontario,48,6,5,11,5,6,32,8
2013,NYR,Brad,Richards,C,forwards,19,72,199,1980-05-02,Murray Harbour,CAN,Prince Edward Island,46,11,23,34,8,14,33,5
2013,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,48,18,26,44,25,12,23,6
2013,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,15,3,5,8,10,8,26,9
2013,NYR,Raphael,Diaz,D,defensemen,33,71,197,1986-01-09,Baar,CHE,NA,23,1,13,14,4,6,27,1
2013,NYR,Justin,Falk,D,defensemen,44,77,223,1988-10-11,Snowflake,CAN,Manitoba,36,0,3,3,-9,40,25,10
2013,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,46,2,12,14,-1,16,29,4
2013,NYR,Kevin,Klein,D,defensemen,8,73,206,1984-12-13,Kitchener,CAN,Ontario,47,3,11,14,-1,9,29,12
2013,NYR,Ryan,McDonagh,D,defensemen,27,73,215,1989-06-13,St. Paul,USA,Minnesota,47,4,15,19,13,22,24,6
2013,NYR,John,Moore,D,defensemen,17,75,207,1990-11-19,Winnetka,USA,Illinois,30,1,6,7,4,7,23,11
2013,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,21,2,9,11,4,14,26,1
2013,NYR,Anton,Stralman,D,defensemen,6,71,193,1986-08-01,Tibro,SWE,NA,48,4,3,7,14,16,27,8
2014,NYR,Derick,Brassard,C,forwards,61,73,200,1987-09-22,Hull,CAN,Quebec,81,18,27,45,2,46,27,9
2014,NYR,Jesper,Fast,R,forwards,17,73,191,1991-12-02,Nassjo,SWE,NA,11,0,0,0,-5,2,23,12
2014,NYR,Tanner,Glass,L,forwards,15,73,213,1983-11-29,Regina,CAN,Saskatchewan,67,4,9,13,-8,90,31,11
2014,NYR,Carl,Hagelin,L,forwards,62,72,183,1988-08-23,Sodertalje,SWE,NA,72,17,16,33,8,44,26,8
2014,NYR,Chris,Kreider,L,forwards,20,75,230,1991-04-30,Boxford,USA,Massachusetts,66,17,20,37,14,72,23,4
2014,NYR,Ryan,Malone,L,forwards,12,76,224,1979-12-01,Pittsburgh,USA,Pennsylvania,57,5,10,15,-7,67,35,12
2014,NYR,Dominic,Moore,C,forwards,20,72,192,1980-08-03,Thornhill,CAN,Ontario,73,6,12,18,0,18,34,8
2014,NYR,Chris,Mueller,C,forwards,38,70,201,1986-03-06,West Seneca,USA,New York,9,0,0,0,-2,0,28,3
2014,NYR,Rick,Nash,R,forwards,61,76,211,1984-06-16,Brampton,CAN,Ontario,65,26,13,39,10,36,30,6
2014,NYR,James,Sheppard,C,forwards,45,73,215,1988-04-25,Halifax,CAN,Nova Scotia,67,4,16,20,3,35,26,4
2014,NYR,Lee,Stempniak,R,forwards,12,71,195,1983-02-04,West Seneca,USA,New York,73,12,22,34,-16,32,31,2
2014,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,82,17,40,57,12,18,24,6
2014,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,77,19,40,59,11,32,27,9
2014,NYR,Conor,Allen,D,defensemen,NA,73,210,1990-01-31,Chicago,USA,Illinois,3,0,0,0,-1,0,24,1
2014,NYR,Dan,Boyle,D,defensemen,22,71,194,1976-07-12,Ottawa,CAN,Ontario,75,12,24,36,-8,32,38,7
2014,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,81,5,19,24,6,16,30,4
2014,NYR,Matt,Hunwick,D,defensemen,44,71,194,1985-05-21,Warren,USA,Michigan,1,0,0,0,0,0,29,5
2014,NYR,Kevin,Klein,D,defensemen,8,73,206,1984-12-13,Kitchener,CAN,Ontario,77,2,7,9,-7,21,30,12
2014,NYR,Ryan,McDonagh,D,defensemen,27,73,215,1989-06-13,St. Paul,USA,Minnesota,77,14,29,43,11,36,25,6
2014,NYR,Dylan,McIlrath,D,defensemen,6,77,232,1992-04-20,Winnipeg,CAN,Manitoba,2,0,0,0,-1,7,22,4
2014,NYR,John,Moore,D,defensemen,17,75,207,1990-11-19,Winnetka,USA,Illinois,74,4,11,15,7,25,24,11
2014,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,72,3,11,14,-1,24,27,1
2014,NYR,Chris,Summers,D,defensemen,55,74,207,1988-02-05,Ann Arbor,USA,Michigan,18,2,1,3,0,15,26,2
2014,NYR,Keith,Yandle,D,defensemen,93,73,192,1986-09-09,Boston,USA,Massachusetts,82,8,45,53,-23,63,28,9
2015,NYR,Derick,Brassard,C,forwards,61,73,200,1987-09-22,Hull,CAN,Quebec,80,19,41,60,9,34,28,9
2015,NYR,Emerson,Etem,R,forwards,26,73,212,1992-06-16,Long Beach,USA,California,45,5,5,10,-6,4,23,6
2015,NYR,Jesper,Fast,R,forwards,17,73,191,1991-12-02,Nassjo,SWE,NA,58,6,8,14,-1,8,24,12
2015,NYR,Tanner,Glass,L,forwards,15,73,213,1983-11-29,Regina,CAN,Saskatchewan,66,1,5,6,-12,98,32,11
2015,NYR,Kevin,Hayes,C,forwards,13,77,216,1992-05-08,Dorchester,USA,Massachusetts,79,17,28,45,15,22,23,5
2015,NYR,Chris,Kreider,L,forwards,20,75,230,1991-04-30,Boxford,USA,Massachusetts,80,21,25,46,24,88,24,4
2015,NYR,Oscar,Lindberg,C,forwards,24,73,202,1991-10-29,Skelleftea,SWE,NA,1,0,0,0,0,0,24,10
2015,NYR,Jayson,Megna,C,forwards,NA,73,195,1990-02-01,Fort Lauderdale,USA,Florida,12,0,1,1,-2,14,25,2
2015,NYR,Dominic,Moore,C,forwards,20,72,192,1980-08-03,Thornhill,CAN,Ontario,82,10,17,27,5,28,35,8
2015,NYR,Rick,Nash,R,forwards,61,76,211,1984-06-16,Brampton,CAN,Ontario,79,42,27,69,29,36,31,6
2015,NYR,Daniel,Paille,L,forwards,NA,73,200,1984-04-15,Welland,CAN,Ontario,71,6,7,13,-9,12,31,4
2015,NYR,Eric,Staal,C,forwards,12,76,195,1984-10-29,Thunder Bay,CAN,Ontario,77,23,31,54,-13,41,31,10
2015,NYR,Viktor,Stalberg,L,forwards,24,75,209,1986-01-17,Gothenburg,SWE,NA,25,2,8,10,0,18,29,1
2015,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,68,16,39,55,26,22,25,6
2015,NYR,Jarret,Stoll,C,forwards,19,73,216,1982-06-24,Melville,CAN,Saskatchewan,73,6,11,17,3,58,33,6
2015,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,78,15,34,49,17,45,28,9
2015,NYR,Dan,Boyle,D,defensemen,22,71,194,1976-07-12,Ottawa,CAN,Ontario,65,9,11,20,18,20,39,7
2015,NYR,Raphael,Diaz,D,defensemen,33,71,197,1986-01-09,Baar,CHE,NA,56,2,2,4,-3,10,29,1
2015,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,82,4,16,20,12,22,31,4
2015,NYR,Kevin,Klein,D,defensemen,8,73,206,1984-12-13,Kitchener,CAN,Ontario,65,9,17,26,24,25,31,12
2015,NYR,Ryan,McDonagh,D,defensemen,27,73,215,1989-06-13,St. Paul,USA,Minnesota,71,8,25,33,23,26,26,6
2015,NYR,Dylan,McIlrath,D,defensemen,6,77,232,1992-04-20,Winnipeg,CAN,Manitoba,1,0,0,0,0,9,23,4
2015,NYR,Marc,Staal,D,defensemen,18,76,208,1987-01-13,Thunder Bay,CAN,Ontario,80,5,15,20,18,42,28,1
2015,NYR,Chris,Summers,D,defensemen,55,74,207,1988-02-05,Ann Arbor,USA,Michigan,20,0,3,3,-12,8,27,2
2015,NYR,Keith,Yandle,D,defensemen,93,73,192,1986-09-09,Boston,USA,Massachusetts,84,6,46,52,-26,40,29,9
2016,NYR,Taylor,Beck,L,forwards,28,74,203,1991-05-13,St. Catharines,CAN,Ontario,2,0,0,0,0,2,25,5
2016,NYR,Jesper,Fast,R,forwards,17,73,191,1991-12-02,Nassjo,SWE,NA,79,10,20,30,9,18,25,12
2016,NYR,Tanner,Glass,L,forwards,15,73,213,1983-11-29,Regina,CAN,Saskatchewan,57,4,3,7,-3,66,33,11
2016,NYR,Michael,Grabner,R,forwards,40,73,188,1987-10-05,Villach,AUT,NA,80,9,9,18,-4,12,29,10
2016,NYR,Kevin,Hayes,C,forwards,13,77,216,1992-05-08,Dorchester,USA,Massachusetts,79,14,22,36,4,30,24,5
2016,NYR,Marek,Hrivik,L,forwards,46,74,197,1991-08-28,Cadca,SVK,NA,5,0,1,1,3,0,25,8
2016,NYR,Josh,Jooris,C,forwards,36,73,198,1990-07-14,Burlington,CAN,Ontario,59,4,9,13,-1,39,26,7
2016,NYR,Chris,Kreider,L,forwards,20,75,230,1991-04-30,Boxford,USA,Massachusetts,79,21,22,43,10,58,25,4
2016,NYR,Oscar,Lindberg,C,forwards,24,73,202,1991-10-29,Skelleftea,SWE,NA,68,13,15,28,12,43,25,10
2016,NYR,Rick,Nash,R,forwards,61,76,211,1984-06-16,Brampton,CAN,Ontario,60,15,21,36,8,30,32,6
2016,NYR,Brandon,Pirri,R,forwards,73,73,180,1991-04-10,Toronto,CAN,Ontario,61,14,15,29,-4,30,25,4
2016,NYR,Matt,Puempel,L,forwards,12,73,201,1993-01-24,Windsor,CAN,Ontario,26,2,1,3,-3,9,23,1
2016,NYR,Derek,Stepan,C,forwards,21,71,196,1990-06-18,Hastings,USA,Minnesota,72,22,31,53,5,20,26,6
2016,NYR,Mika,Zibanejad,C,forwards,93,74,202,1993-04-18,Stockholm,SWE,NA,81,21,30,51,-2,18,23,4
2016,NYR,Mats,Zuccarello,R,forwards,36,68,181,1987-09-01,Oslo,NOR,NA,81,26,35,61,2,34,29,9
2016,NYR,Adam,Clendening,D,defensemen,4,72,194,1992-10-26,Niagara Falls,USA,New York,29,1,6,7,6,20,24,10
2016,NYR,Dan,Girardi,D,defensemen,5,73,212,1984-04-29,Welland,CAN,Ontario,74,2,15,17,18,20,32,4
2016,NYR,Nick,Holden,D,defensemen,55,76,210,1987-05-15,St. Albert,CAN,Alberta,82,6,16,22,-1,24,29,5
